,userid,post,ques,ans,asker,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,decision
1916,avlarios,Q: to bad. u r cute.<br>A: hahaha thanks! so are you!,to bad. u r cute., hahaha thanks! so are you!,None,No,0,,No,0,,No,0,, hahaha thanks! so are you!
1917,kellyblake1,Q: If you were the opposite sex for one day  what would you look like and what would you do?<br>A: Ermmmmm  can't say I have ever thought about that question. So  I would say beefy like Mr T!! Phwarrrrrr! ;) and go around giving out free chocolate bars for sex ;) HAHA!,If you were the opposite sex for one day  what would you look like and what would you do?, Ermmmmm  can't say I have ever thought about that question. So  I would say beefy like Mr T!! Phwarrrrrr! ;) and go around giving out free chocolate bars for sex ;) HAHA!,None,No,0,,No,0,,No,0,, Ermmmmm  can't say I have ever thought about that question. So  I would say beefy like Mr T!! Phwarrrrrr! ;) and go around giving out free chocolate bars for sex ;) HAHA!
1918,teaachgee,Q: Do you have your own bank account?:<br>A: mes  they can be fun,Do you have your own bank account?:, mes  they can be fun,rubinathy15,No,0,,No,0,,No,0,, mes  they can be fun
1919,zooshay,Q: walk on the beach or walk on the boardwalk?<br>A: walk on the beach,walk on the beach or walk on the boardwalk?, walk on the beach,GeeEmmAyySee,No,0,,No,0,,No,0,, walk on the beach
1920,outlaw9000,Q: If you were paid $2 000 to eat 1 small pellet of rat poison  would you? Why or why not? How sick do you think 1 pellet can make a person?<br>A: I would do it. it couldn't make me that sick. I would just wash it down with Beer anyways . LOL,If you were paid $  to eat  small pellet of rat poison  would you? Why or why not? How sick do you think  pellet can make a person?, I would do it. it couldn't make me that sick. I would just wash it down with Beer anyways . LOL,None,No,0,,No,0,,No,0,, I would do it. it couldn't make me that sick. I would just wash it down with Beer anyways . LOL
1921,simoaaa,Q: >:D tehehehehe i love you more than a man loves his cookie n_n<br>A: Aw dear you are amazing  I love you more then pie hehe #ily,>:D tehehehehe i love you more than a man loves his cookie n_n, Aw dear you are amazing  I love you more then pie hehe #ily,OhaiJessicahh,No,0,,No,0,,No,0,, Aw dear you are amazing  I love you more then pie hehe #ily
1922,zooshay,Q: do u have friends in low places?<br>A: whats low places?,do u have friends in low places?, whats low places?,blondprincess,No,0,,Yes,1,low places,No,0,, whats low places?
1923,zooshay,Q: hey...i&apos;m all good  hows about u<br>A: no im in a state that u put me in lmao thanks work me up and then push me off the cliff lol,hey...i&apos;m all good  hows about u, no im in a state that u put me in lmao thanks work me up and then push me off the cliff lol,Trebla1,No,0,None,No,0,,No,0,, no im in a state that u put me in lmao thanks work me up and then push me off the cliff lol
1924,acaciiaaa,Q: Are monkeys cute?<br>A: Ermmm.. :/,Are monkeys cute?, Ermmm.. :/,None,No,0,,No,0,,No,0,, Ermmm.. :/
1925,outlaw9000,Q: I have a PROOF VIDEO located in my about me on my profile. If for some reason you still think I&#039;m fake  I don&#039;t know why  but some people do  than just ask me to quit following you. Thanks! xoxo<br>A: it's all good Baby,I have a PROOF VIDEO located in my about me on my profile. If for some reason you still think I&#;m fake  I don&#;t know why  but some people do  than just ask me to quit following you. Thanks! xoxo, it's all good Baby,None,No,0,,No,0,,No,0,, it's all good Baby
1926,avlarios,Q: I overheard Yaravvi talking about how she hooked up with Dakotah Shore. Gross  right?!<br>A: I hooked up with Dakota Shore.,I overheard Yaravvi talking about how she hooked up with Dakotah Shore. Gross  right?!, I hooked up with Dakota Shore.,None,No,0,,No,0,,No,0,, I hooked up with Dakota Shore.
1927,maurice28,Q: haha. well I do have a hot bod. JAYKAY(; lmaaaaao. anyways  how are you? xD<br>A: ahhaha i'm fine and you? (;,haha. well I do have a hot bod. JAYKAY(; lmaaaaao. anyways  how are you? xD, ahhaha i'm fine and you? (;,BiebersChix,No,0,,No,0,,No,0,, ahhaha i'm fine and you? (;
1928,tabithalocascio,Q: Fakeeeeee????<br>A: nope  dont believe me add me on facebook and talk to my family  go to my myspace and look at my billions of pictures of me with friends  or my taggged pics,Fakeeeeee????, nope  dont believe me add me on facebook and talk to my family  go to my myspace and look at my billions of pictures of me with friends  or my taggged pics,None,No,0,,No,0,,No,0,, nope  dont believe me add me on facebook and talk to my family  go to my myspace and look at my billions of pictures of me with friends  or my taggged pics
1929,kellyblake1,Q: Do you prefer hugs or kisses?<br>A: Hmmm  I think hugs :) I love hugs!!! Especially from the behind when someone wraps their arms aroung you <3333 There is someone in work who ALWAYS does it  and it makes me melt :))))) I obviously like kisses too  hmmm  can I say both? :D Be greedy? :D,Do you prefer hugs or kisses?, Hmmm  I think hugs :) I love hugs!!! Especially from the behind when someone wraps their arms aroung you <3333 There is someone in work who ALWAYS does it  and it makes me melt :))))) I obviously like kisses too  hmmm  can I say both? :D Be greedy? :D,None,No,0,,Yes,1,Q: Do you prefer hugs or kisses?,Yes,1,Do you prefer hugs or kisses?, Hmmm  I think hugs :) I love hugs!!! Especially from the behind when someone wraps their arms aroung you <3333 There is someone in work who ALWAYS does it  and it makes me melt :))))) I obviously like kisses too  hmmm  can I say both? :D Be greedy? :D
1930,zooshay,Q: if you want kids.. how many? why?<br>A: 4 have 3 of my own and adopt one,if you want kids.. how many? why?, 4 have 3 of my own and adopt one,blondprincess,No,0,,No,0,,No,0,, 4 have 3 of my own and adopt one
1931,tabithalocascio,Q: TABI AND EVERYONE ELSE SHUT UP YOU&#39;RE BEAUTIFUL- sam<br>A: hahahaha thanks i think? did you call me beautiful? thats a first <3,TABI AND EVERYONE ELSE SHUT UP YOU&#;RE BEAUTIFUL- sam, hahahaha thanks i think? did you call me beautiful? thats a first <3,None,No,0,,No,0,,No,0,, hahahaha thanks i think? did you call me beautiful? thats a first <3
1932,outlaw9000,Q: What do you think of people that want to freeze their body after they die and then be brought back to life YEARS later in hope to find a cure for what they died for?<br>A: too afraid to die. We don't have the tech. to UN Freeze them  and probably never will. Too bad for them,What do you think of people that want to freeze their body after they die and then be brought back to life YEARS later in hope to find a cure for what they died for?, too afraid to die. We don't have the tech. to UN Freeze them  and probably never will. Too bad for them,None,No,0,,No,0,,No,0,, too afraid to die. We don't have the tech. to UN Freeze them  and probably never will. Too bad for them
1933,batmanstar22,Q: Do siamese twins pay for one ticket or two tickets when they go to movies and concerts?<br>A: probably 2,Do siamese twins pay for one ticket or two tickets when they go to movies and concerts?, probably 2,BUGBEE,No,0,,No,0,,No,0,None, probably 2
1934,avlarios,Q: How come your questions are back and mine aren&#039;t? ):<br>A: Cause I'm cool.,How come your questions are back and mine aren&#;t? ):, Cause I'm cool.,3Mii1Y,No,0,,No,0,,No,0,, Cause I'm cool.
1935,zooshay,Q: miss u muj:)<br>A: mish u muj =) stop being a snob and visit more often,miss u muj:), mish u muj =) stop being a snob and visit more often,Trebla1,No,0,,No,0,,No,0,, mish u muj =) stop being a snob and visit more often
1936,kellyblake1,Q: ground or chair (to sit on)?<br>A: Hmmm  is the ground dirty? then chair :) Unless there is something I can sit on  then that. OR if im wearing a skirt or dress  nahhh  still chair :) Im classy like that ;),ground or chair (to sit on)?, Hmmm  is the ground dirty? then chair :) Unless there is something I can sit on  then that. OR if im wearing a skirt or dress  nahhh  still chair :) Im classy like that ;),None,No,0,,No,0,None,No,0,, Hmmm  is the ground dirty? then chair :) Unless there is something I can sit on  then that. OR if im wearing a skirt or dress  nahhh  still chair :) Im classy like that ;)
1937,zooshay,Q: chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp<br>A: ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm o hm o hm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm,chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp chomp, ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm o hm o hm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm,Trebla1,No,0,,No,0,,No,0,, ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm o hm o hm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm ohm
1938,zooshay,Q: hi babes im hea<br>A: hmmm ditch me on messenger huh,hi babes im hea, hmmm ditch me on messenger huh,GeeEmmAyySee,No,0,,No,0,,No,0,, hmmm ditch me on messenger huh
1939,zooshay,Q: So we got into a Hugh fight both drunk. She crying.  Her friend is pissed cuz her bf won&apos;t pick her up. He rather drink with a coworker that he hates.  She bailed. No cab in sight. No bus. Told me it&apos;s over so I walked. And phone was dead. But whateva.<br>A: i know =( talk to me on msn if you wana im here for a lil while,So we got into a Hugh fight both drunk. She crying.  Her friend is pissed cuz her bf won&apos;t pick her up. He rather drink with a coworker that he hates.  She bailed. No cab in sight. No bus. Told me it&apos;s over so I walked. And phone was dead. But whateva., i know =( talk to me on msn if you wana im here for a lil while,Trebla1,No,0,,No,0,,No,0,, i know =( talk to me on msn if you wana im here for a lil while
1940,batmanstar22,Q: How can sweet and sour sauce be sweet and sour at the same time?<br>A: because it is fucking awesome :D,How can sweet and sour sauce be sweet and sour at the same time?, because it is fucking awesome :D,BUGBEE,No,0,,No,0,,No,0,, because it is fucking awesome :D
1941,teaachgee,Q: What award would you love to win and for what achievement?<br>A: hmm..idk many awards but if there was a kindness award of some kind and it was achieved by helping others. id like that :),What award would you love to win and for what achievement?, hmm..idk many awards but if there was a kindness award of some kind and it was achieved by helping others. id like that :),emahsnouoy,No,0,,No,0,,No,None,None, hmm..idk many awards but if there was a kindness award of some kind and it was achieved by helping others. id like that :)
1942,zooshay,Q: what is your favorite tv show<br>A: Jersey shore Runs House Kardashians Home and Away Full House Kendra All Saints Neighbours Shortland Street,what is your favorite tv show, Jersey shore Runs House Kardashians Home and Away Full House Kendra All Saints Neighbours Shortland Street,Scottyknowy,No,0,,No,0,None,No,0,, Jersey shore Runs House Kardashians Home and Away Full House Kendra All Saints Neighbours Shortland Street
1943,h0ttb0i,Q: L3+$ h@v3 $3x? @nd ! W!ll q!v3 y0u d@ b3$+ b3(ky y0u 3v@ h@d !<br>A: wen eva ya ready,L+$ h@v $x? @nd ! W!ll q!v yu d@ b$+ b(ky yu v@ h@d !, wen eva ya ready,None,No,0,,No,None,None,No,None,None, wen eva ya ready
1944,outlaw9000,Q: have you ever/ do you do drugs?<br>A: I have and i wish I hadn't,have you ever/ do you do drugs?, I have and i wish I hadn't,None,No,0,,No,0,,No,0,, I have and i wish I hadn't
1945,teaachgee,Q: Does it bother you that travesti immitate your favorite singers?<br>A: huh,Does it bother you that travesti immitate your favorite singers?, huh,None,No,None,,No,0,,No,0,, huh
1946,zooshay,Q: Have you seen the new degrassi boiling point shows who do you think is hot?<br>A: nope,Have you seen the new degrassi boiling point shows who do you think is hot?, nope,ElleJayAmora,No,0,,No,0,,No,0,, nope
1947,teaachgee,Q: what&#039;s the best thing about your boyfriend?<br>A: Look below. I wrote an entire book about how he's the best :] haha,what&#;s the best thing about your boyfriend?, Look below. I wrote an entire book about how he's the best :] haha,emahsnouoy,No,0,,No,0,,No,0,, Look below. I wrote an entire book about how he's the best :] haha
1948,avlarios,Q: good yob.<br>A: [:,good yob., [:,yarravii,No,0,,No,0,,No,0,, [:
1949,batmanstar22,Q: What body part do you wash first?<br>A: chest and arms haha,What body part do you wash first?, chest and arms haha,BUGBEE,No,0,,No,0,,No,0,, chest and arms haha
1950,avlarios,Q: how the hell do you have a D in psych do you not do the notes or soemthing<br>A: i don't do too well on the tests,how the hell do you have a D in psych do you not do the notes or soemthing, i don't do too well on the tests,nathynwat,No,0,,No,0,,Yes,2,"""general aggressive tone, but may be just concern""", i don't do too well on the tests
1951,joebespicyy,Q: bbygirlll i love youu!<br>A: i love you too (: fuck those bitches talkin shit!,bbygirlll i love youu!, i love you too (: fuck those bitches talkin shit!,None,No,0,,No,0,,No,0,, i love you too (: fuck those bitches talkin shit!
1952,freshswagg21,Q: WAHT DO YU THiNK BOUT DUDES WHO DRESS LiKE CHiX AND ViCE VERSA<br>A: ewwww haha freaks lol:),WAHT DO YU THiNK BOUT DUDES WHO DRESS LiKE CHiX AND ViCE VERSA, ewwww haha freaks lol:),DiLEDONDiLE,No,0,,No,0,,No,0,, ewwww haha freaks lol:)
1953,kellyblake1,Q: You make my heart melt. How does that feel?<br>A: Awwww  can I put it back together again? Who's heart did I melt? Maybe you melt mine ;),You make my heart melt. How does that feel?, Awwww  can I put it back together again? Who's heart did I melt? Maybe you melt mine ;),None,No,0,,No,0,,No,0,, Awwww  can I put it back together again? Who's heart did I melt? Maybe you melt mine ;)
1954,zooshay,Q: lol...i dont like stuff....<br>A: lol wat stuff tell me Haha egg lol,lol...i dont like stuff...., lol wat stuff tell me Haha egg lol,Trebla1,No,0,,No,0,,No,0,, lol wat stuff tell me Haha egg lol
1955,zooshay,Q: Would you dress up for a first date?r<br>A: Depends where we were going but in general im looking ok to be any where,Would you dress up for a first date?r, Depends where we were going but in general im looking ok to be any where,Zoowill,No,0,,No,0,,No,0,, Depends where we were going but in general im looking ok to be any where
1956,avlarios,Q: Cuz you tell me that you love me<br>A: when's tha last time i told you i love you?!,Cuz you tell me that you love me, when's tha last time i told you i love you?!,None,No,0,,No,0,,No,0,, when's tha last time i told you i love you?!
1957,outlaw9000,Q: Is the first time having sex the best? Or does it get better?<br>A: it gets better,Is the first time having sex the best? Or does it get better?, it gets better,None,No,0,,No,0,,No,0,, it gets better
1958,freshswagg21,Q: lol yeahh c(=<br>A: haha yup yup?,lol yeahh c(=, haha yup yup?,muthafkinbeauti,No,0,no,No,0,,No,0,, haha yup yup?
1959,teaachgee,Q: I can&#039;t find you on facebook I was lookin&#039; for you &amp; a Tosha Good came out O___O<br>A: hmmm.. weird ill try and find you i suppose.,I can&#;t find you on facebook I was lookin&#; for you &amp; a Tosha Good came out O___O, hmmm.. weird ill try and find you i suppose.,emahsnouoy,No,0,,No,0,,No,0,, hmmm.. weird ill try and find you i suppose.
1960,teaachgee,Q: What would be worse; Finding out there is life in space or finding out that there isn&#039;t?<br>A: worse? that there isn't.,What would be worse; Finding out there is life in space or finding out that there isn&#;t?, worse? that there isn't.,ECriispy,No,0,,No,0,,No,0,, worse? that there isn't.
1961,maurice28,Q: and why is this?? :P<br>A: because i like dirty questions :P,and why is this?? :P, because i like dirty questions :P,ItsPaigeLuvies,No,0,,No,0,None,No,0,, because i like dirty questions :P
1962,outlaw9000,Q: Why do you think women would rather go out and have sex rather than getting a sex toy and pleasure themselves? Theres less risks that way!<br>A: I am a mastobator and I can tell you  that there is no substitute for the real thing,Why do you think women would rather go out and have sex rather than getting a sex toy and pleasure themselves? Theres less risks that way!, I am a mastobator and I can tell you  that there is no substitute for the real thing,None,No,0,,No,0,,Yes,2,sex, I am a mastobator and I can tell you  that there is no substitute for the real thing
1963,outlaw9000,Q: okay everyone  i dont know how many that is  but im tired as shit. so im done for tonight(: i hope you all enjoyed my spam(: <3 night everyone!<br>A: Kisses,okay everyone  i dont know how many that is  but im tired as shit. so im done for tonight(: i hope you all enjoyed my spam(: < night everyone!, Kisses,None,No,0,,No,0,,No,0,, Kisses
1964,teaachgee,Q: What&#039;s your favorite place to go in the town you live?<br>A: I like parks :],What&#;s your favorite place to go in the town you live?, I like parks :],SamsHairTugger,No,0,,No,0,,No,0,, I like parks :]
1965,zooshay,Q: Oh  yeah  I &apos;did&apos; know Emily .. The two of us were in our schools band :) .. Her voice annoyed me  it&apos;s annoyingly &apos;high&apos; .. Oh  and tell me  why&apos;d you nearly knock her out ?? Lol .. I&apos;ll tell you a story about something like that to do with her lol ..<br>A: lmfaooooooo,Oh  yeah  I &apos;did&apos; know Emily .. The two of us were in our schools band :) .. Her voice annoyed me  it&apos;s annoyingly &apos;high&apos; .. Oh  and tell me  why&apos;d you nearly knock her out ?? Lol .. I&apos;ll tell you a story about something like that to do with her lol .., lmfaooooooo,None,No,0,,Yes,1,I'll tell you a story about something like that to do with her lol,Yes,8,Her voice annoyed me it's annoyingly 'high' .. Oh and tell me why'd you nearly knock her out ?? Lol .. I'll tell you a story about something like that to do with her lol .., lmfaooooooo
1966,outlaw9000,Q: In your dream house  would you prefer hardwood floors  stained concrete floors  carpeted floors  or other  and in what colors? Why?<br>A: hard wood  I like the look and feel of wood,In your dream house  would you prefer hardwood floors  stained concrete floors  carpeted floors  or other  and in what colors? Why?, hard wood  I like the look and feel of wood,None,No,0,None,No,0,,No,0,, hard wood  I like the look and feel of wood
1967,kellyblake1,Q: Have any nick names? If so  what?<br>A: During School  yes :/ Smelly Kelly  Kelly Welly  kell bell  kelly telly  fred... All from my friends too! Keepers huh? :P lol,Have any nick names? If so  what?, During School  yes :/ Smelly Kelly  Kelly Welly  kell bell  kelly telly  fred... All from my friends too! Keepers huh? :P lol,None,No,0,,No,0,,No,0,, During School  yes :/ Smelly Kelly  Kelly Welly  kell bell  kelly telly  fred... All from my friends too! Keepers huh? :P lol
1968,teaachgee,Q: How often do you get the hiccups?<br>A: Not very often,How often do you get the hiccups?, Not very often,ChloroformGRL,No,0,,No,0,,No,0,, Not very often
1969,h0ttb0i,Q: nigga u fresh as fuck.!<br>A: lol how ya kno,nigga u fresh as fuck.!, lol how ya kno,None,No,0,,No,0,None,No,0,, lol how ya kno
1970,outlaw9000,Q: Who has let you down in the past month? What happened?<br>A: no one. I have had a pretty good month,Who has let you down in the past month? What happened?, no one. I have had a pretty good month,None,No,0,,No,0,,No,0,, no one. I have had a pretty good month
1971,zooshay,Q: Describe the appearance of the person you would like to date?r<br>A: i cant cause i dont have a spacific type of guy,Describe the appearance of the person you would like to date?r, i cant cause i dont have a spacific type of guy,Zoowill,No,0,,No,0,,No,0,Na, i cant cause i dont have a spacific type of guy
1972,kellyblake1,Q: ok  so you like Charmed  Buffy  Angel  South of Nowhere  One Tree Hill  Friends  and last BUT CERTAINLY NOT LEAST Skins... you are my new best friend!! i love you!!!! :-D <33333 will you marry me?<br>A: Has someone been stalking my facebook profile? Who is &quot;me&quot; and I will confirm :P,ok  so you like Charmed  Buffy  Angel  South of Nowhere  One Tree Hill  Friends  and last BUT CERTAINLY NOT LEAST Skins... you are my new best friend!! i love you!!!! :-D < will you marry me?, Has someone been stalking my facebook profile? Who is &quot;me&quot; and I will confirm :P,None,No,0,,No,0,,No,0,, Has someone been stalking my facebook profile? Who is &quot;me&quot; and I will confirm :P
1973,bksully,Q: If you could attend any concert  what would it be?<br>A: Hollywood Undead (: with Miki; My mom was supposed to take uss  but It didn't work out :/,If you could attend any concert  what would it be?, Hollywood Undead (: with Miki; My mom was supposed to take uss  but It didn't work out :/,None,No,0,None,No,0,,No,0,, Hollywood Undead (: with Miki; My mom was supposed to take uss  but It didn't work out :/
1974,teaachgee,Q: are your parents on facebook?<br>A: Nope.,are your parents on facebook?, Nope.,emahsnouoy,No,0,,No,0,,No,0,, Nope.
1975,acaciiaaa,Q: hello acacia (:<br>A: Hellloo Stranger   :),hello acacia (:, Hellloo Stranger   :),None,No,0,,No,0,,No,0,, Hellloo Stranger   :)
1976,batmanstar22,Q: Elephants have very good memories. Who realised that and what other brain was it measured against?<br>A: idk and probably ours or a monkey or both hahah,Elephants have very good memories. Who realised that and what other brain was it measured against?, idk and probably ours or a monkey or both hahah,BUGBEE,No,0,,No,0,,No,0,, idk and probably ours or a monkey or both hahah
1977,kellyblake1,Q: DO U LIKE ALL TIME LOW!  if not ur a fool who needs some edjucation !!<br>A: Did the All American Rejects come first? Because someone copied someone :P,DO U LIKE ALL TIME LOW!  if not ur a fool who needs some edjucation !!, Did the All American Rejects come first? Because someone copied someone :P,None,No,0,None,No,0,,Yes,2,ur a fool, Did the All American Rejects come first? Because someone copied someone :P
1978,avlarios,Q: whenever you come to my state to pick me up.<br>A: on my way!,whenever you come to my state to pick me up., on my way!,None,No,0,,No,0,,No,0,, on my way!
1979,outlaw9000,Q: Do you like raisins?<br>A: no,Do you like raisins?, no,None,No,0,,No,0,,No,0,, no
1980,zooshay,Q: do u sleep in the nude? ok sleeping in the nude is freedom! try it sometime.<br>A: yes i pretty muj do,do u sleep in the nude? ok sleeping in the nude is freedom! try it sometime., yes i pretty muj do,blondprincess,No,0,,No,0,,No,0,, yes i pretty muj do
1981,avlarios,Q: if you could be with someone right now  who would you be with?<br>A: Being with someone as in dating  or in their presence?,if you could be with someone right now  who would you be with?, Being with someone as in dating  or in their presence?,None,No,0,,No,0,,No,0,, Being with someone as in dating  or in their presence?
1982,dearalexiis,Q: i no VV its called jealousy haha<br>A: Haha damnn right(:,i no VV its called jealousy haha, Haha damnn right(:,GigiGarcia,No,0,,No,0,,No,0,, Haha damnn right(:
1983,zooshay,Q: ay amor divino...pronto tienes que volver a mi<br>A: .........,ay amor divino...pronto tienes que volver a mi, .........,Trebla1,No,0,,No,0,Na,No,0,, .........
1984,teaachgee,Q: What do you do for headaches?<br>A: bash my head against the wall hahaha ;),What do you do for headaches?, bash my head against the wall hahaha ;),ChloroformGRL,No,0,,No,0,,No,0,, bash my head against the wall hahaha ;)
1985,teaachgee,Q: Can you tie your shoes more than one way?<br>A: yeah if i tried.,Can you tie your shoes more than one way?, yeah if i tried.,rubinathy15,No,0,,No,0,,No,None,, yeah if i tried.
1986,outlaw9000,Q: Whaa kind of musicc do u listen to ?<br>A: Rock and Roll Old Country,Whaa kind of musicc do u listen to ?, Rock and Roll Old Country,None,No,0,,No,0,,No,0,, Rock and Roll Old Country
1987,zooshay,Q: if someone really hurt u.. but begged ur forgiveness n really meant it.. wud u forgive them? how bout forget?<br>A: id forgive but wont forget it,if someone really hurt u.. but begged ur forgiveness n really meant it.. wud u forgive them? how bout forget?, id forgive but wont forget it,blondprincess,No,0,,No,0,,No,0,None, id forgive but wont forget it
1988,teaachgee,Q: When&#039;s the last time you&#039;ve been sledding?<br>A: last snow season,When&#;s the last time you&#;ve been sledding?, last snow season,SamsHairTugger,No,0,,No,0,,No,0,, last snow season
1989,lalabitches,Q: no actually not stale becausee i loveee youu likee a haitian loves a cat! now if yu want to argue about who loves who more illl be happpy to do soo <333333 lmfaooooo(;<br>A: ahaaaaaa lol.;] i love yu like a mexican loves to swim.,no actually not stale becausee i loveee youu likee a haitian loves a cat! now if yu want to argue about who loves who more illl be happpy to do soo < lmfaooooo(;, ahaaaaaa lol.;] i love yu like a mexican loves to swim.,imaninigger,No,0,,No,0,,No,0,, ahaaaaaa lol.;] i love yu like a mexican loves to swim.
1990,zooshay,Q: on my way to the doctor O_O<br>A: okies :),on my way to the doctor O_O, okies :),bunz19,No,0,,No,0,,No,0,, okies :)
1991,outlaw9000,Q: would you like t have multiples? twins  triplets  quadruplets?<br>A: No  my one Daughter is more than enough for me,would you like t have multiples? twins  triplets  quadruplets?, No  my one Daughter is more than enough for me,None,No,0,,No,0,None,No,0,, No  my one Daughter is more than enough for me
1992,zooshay,Q: Did you ever see your parents making love? llmao<br>A: omg baby what the hell ahh yeh maybe when i was 7 lol i had to hug my Dino which was a dinosaure lmao wow,Did you ever see your parents making love? llmao, omg baby what the hell ahh yeh maybe when i was 7 lol i had to hug my Dino which was a dinosaure lmao wow,Zoowill,No,0,,No,0,,No,0,, omg baby what the hell ahh yeh maybe when i was 7 lol i had to hug my Dino which was a dinosaure lmao wow
1993,freshswagg21,Q: Yhur hellaa cute :) qhet at mehh <33<br>A: awww thank you your really beautiful yourselfr &amp; ok let talk:),Yhur hellaa cute :) qhet at mehh <, awww thank you your really beautiful yourselfr &amp; ok let talk:),AnqelicaIsDopee,No,0,,No,0,,Yes,2,Yhur hellaa cute :) qhet at mehh <33, awww thank you your really beautiful yourselfr &amp; ok let talk:)
1994,kellyblake1,Q: my brother made a dog bite my face<br>A: WTF? Did he shove some kind of meet on your face???? A dog bit your face? In seriousness? :I,my brother made a dog bite my face, WTF? Did he shove some kind of meet on your face???? A dog bit your face? In seriousness? :I,None,No,0,,No,0,,No,0,, WTF? Did he shove some kind of meet on your face???? A dog bit your face? In seriousness? :I
1995,batmanstar22,Q: Why is it called a funny bone  when if you hit it  it&apos;s not funny at all?<br>A: some people laugh when they hit it including thier friends :D,Why is it called a funny bone  when if you hit it  it&apos;s not funny at all?, some people laugh when they hit it including thier friends :D,BUGBEE,No,0,,No,0,,No,0,, some people laugh when they hit it including thier friends :D
1996,outlaw9000,Q: fave ice-cream flavour ?<br>A: rocky road,fave ice-cream flavour ?, rocky road,None,No,0,None,No,0,,No,0,, rocky road
1997,zooshay,Q: have u ever known anyone who didnt get a diamond engagement ring - like they got a gem stone instead- like a emerald etc?? what was it?<br>A: no i dont,have u ever known anyone who didnt get a diamond engagement ring - like they got a gem stone instead- like a emerald etc?? what was it?, no i dont,blondprincess,No,0,,No,0,,No,0,, no i dont
1998,zooshay,Q: does yoru holden have the tiptronic thingy where you can shift to manual and auto whenever? mine does!<br>A: nope manual ONLY!!,does yoru holden have the tiptronic thingy where you can shift to manual and auto whenever? mine does!, nope manual ONLY!!,Trebla1,No,0,,No,0,,No,0,None, nope manual ONLY!!
1999,kellyblake1,Q: Can I ask you a question?<br>A: That was a question  but I will allow another  seeing as this is a question blog ;),Can I ask you a question?, That was a question  but I will allow another  seeing as this is a question blog ;),None,No,0,,No,0,,No,0,, That was a question  but I will allow another  seeing as this is a question blog ;)
2000,kellyblake1,Q: Have you ever: a) stayed overnight in hospital? b) had an operation? c) broken a bone? d) been unconscious? e) been in an ambulance?<br>A: Ummmm  I think all above for the previous question actually :(,Have you ever: a) stayed overnight in hospital? b) had an operation? c) broken a bone? d) been unconscious? e) been in an ambulance?, Ummmm  I think all above for the previous question actually :(,misspeg,No,0,,No,0,,No,0,, Ummmm  I think all above for the previous question actually :(
2001,batmanstar22,Q: You have the opportunity to sleep with the music-celebrity of your choice. Same rules as above. Who is it?<br>A: ooo music? gabe saporta! from cobra starship or bruno mars or travie mccoy :D those are my loves currently :D,You have the opportunity to sleep with the music-celebrity of your choice. Same rules as above. Who is it?, ooo music? gabe saporta! from cobra starship or bruno mars or travie mccoy :D those are my loves currently :D,BUGBEE,No,0,,No,0,,No,0,, ooo music? gabe saporta! from cobra starship or bruno mars or travie mccoy :D those are my loves currently :D
2002,outlaw9000,Q: Do you have a drug past?<br>A: unfortunatly yes. I did Coke  and Cystal Meth for about 3 years before I gave it up,Do you have a drug past?, unfortunatly yes. I did Coke  and Cystal Meth for about 3 years before I gave it up,None,No,0,,No,0,None,No,0,, unfortunatly yes. I did Coke  and Cystal Meth for about 3 years before I gave it up
2003,zooshay,Q: Would u end up in heaven or hell. Or in purgatory?<br>A: no limbo i have a feeling just a slight feeling,Would u end up in heaven or hell. Or in purgatory?, no limbo i have a feeling just a slight feeling,Trebla1,No,0,,No,0,,No,0,, no limbo i have a feeling just a slight feeling
2004,maurice28,Q: Your background says Gaga Ate my ??? it cut it off im interested?<br>A: Gaga ate my u2665,Your background says Gaga Ate my ??? it cut it off im interested?, Gaga ate my u2665,izbarbi,No,0,,No,0,,No,0,, Gaga ate my u2665
2005,maurice28,Q: me toooooooo. like really bored -.-   haha.im watching Camp Rock  THATS how bored I am. haha xD<br>A: bahhaahah ;D,me toooooooo. like really bored -.-   haha.im watching Camp Rock  THATS how bored I am. haha xD, bahhaahah ;D,BiebersChix,No,0,,No,0,,No,0,, bahhaahah ;D
2006,acaciiaaa,Q: Have you ever visited marwell?<br>A: Yes,Have you ever visited marwell?, Yes,None,No,0,,No,0,,No,0,, Yes
2007,kellyblake1,Q: What does Jewish Cure Mean?<br>A: Some religious correction for something? :S,What does Jewish Cure Mean?, Some religious correction for something? :S,None,No,0,,No,0,,No,0,, Some religious correction for something? :S
